"id","title","description","link"
523,Assessment AM DES - Track 1,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/523/assessment-am-des-track-1
525,Assessment AM DES - Track 3,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/525/assessment-am-des-track-3
527,Assessment AM DES - Track 5,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/527/assessment-am-des-track-5
551,Unsupervised Machine Learning,"<br><p class=""ql-align-justify"">Course ini merupakan lanjutan dari course Classification in Machine Learning 2, peserta diharapkan telah mengakses terlebih dahulu course tersebut sebelum mengakses course ini. Pelajari PCA (Principal Component Analysis), Clustering, dan algoritme lain untuk bekerja dengan tugas unsupervised machine learning di mana variabel target tidak diketahui atau ditentukan. Menerapkan apa yang akan Anda pelajari dari course ini, Anda akan ditugaskan untuk mengembangkan deteksi anomali atau model rekomendasi produk e-commerce yang dapat dikaitkan dengan skenario bisnis kehidupan nyata. Materi yang akan dibahas meliputi How does PCA work?, Practical application PCA, Visualizing PCA Biplot, PCA using FactorMineR, Concept of KMeans, Evaluating Clustering Results, &amp; Visualizing Kmeans Clustering. Course ini dilengkapi dengan Dive Deeper sebagai sarana latihan dengan mempraktekkan secara langsung materi yang telah dijelaskan dalam video learning.",https://mydigilearn.id/courses/551/unsupervised-machine-learning
782,Game Designer Fundamental,"Game Designer Fundamental merupakan serangkaian pembelajaran awal dalam menjadi Game Designer. Melalui Course ini, Digi Friend akan dapat mendefinisikan mengenai istilah-istilah dalam game designer, mengetahui berbagai genre game, mengetahui proses perancangan sebuah game dan pendokumentasian sedarhana dalam tahapan perancangan game terutama Game Platformer",https://mydigilearn.id/courses/782/game-designer-fundamental
581,"Jadi Content Creator, Nggak Pakai Repot","<br><p style="" text-align: justify"">
Belakangan ini content creator menjadi salah satu profesi idaman yang nggak hanya mengasyikan, tapi juga menjanjikan secara komersil. Namun, sebelum memulainya, dibutuhkan mentalitas yang kuat, memahami esensi serta memiliki tujuan visioner dalam membuat konten. Oleh sebabnya, pada kelas kali ini, Narasi Academy akan mengupas tuntas mengenai hal-hal tersebut agar kamu bisa memiliki kemampuan seperti content creator profesional, dengan dibimbing oleh narasumber yang ahli di bidangnya!

",https://mydigilearn.id/courses/581/jadi-content-creator-nggak-pakai-repot
582,Narasi: Cara Asyik Belajar Jurnalistik,"<br><p style="" text-align: justify"">
Mudahnya mengakses berbagai informasi membuat semua orang berlomba-lomba menjadi seorang Jurnalis dalam menyampaikan sebuah berita. Hal ini membuat semua orang dapat bertindak sebagai seoarang Jurnalis instan! Tapi, gimana ya caranya biar bisa jadi Jurnalis yang kredibel, bertanggung jawab dan cekatan? Kalau kamu penasaran, kamu bisa pelajari ilmu jurnalistik dengan cara yang asyik langsung dari pakarnya hanya di kelas Narasi Academy kali ini. Yuk jadi journalist yang handal dengan mempelajari proses pembuatan berita mulai dari wawancara, pengolahan data hingga penyiaran!

",https://mydigilearn.id/courses/582/cara-asyik-belajar-jurnalistik
540,Quality Assurance Platform & Tools,"<br><p class=""ql-align-justify"">Quality Assurance adalah serangkaian proses sistematis untuk menentukan apakah suatu produk atau jasa memenuhi syarat yang ditentukan. QA menentukan dan menetapkan persyaratan untuk membuat atau mengembangkan produk tertentu agar memiliki kualitas yang baik. Quality Assurance menggunakan pendekatan proses untuk mencegah cacat produk. Karena itu biasanya QA juga melakukan monitoring pembuatan produk mulai dari tahap perencanaan sampai pengujian. Ini dilakukan untuk mengurangi rework (pengerjaan ulang) agar proses kerja efisien dan menghindari keluhan dari konsumen.<p class=""ql-align-justify""> Quality Assurance Platform &amp; Tools course ditujukan bagi peserta yang ingin mendapatkan pemahaman yang lebih dalam tentang quality assurance. Course ini fokus pada tujuan dari quality assurance, pemahaman penggunaan QA dalam pengerjaan software, siapa yang dapat melakukan QA, kompetensi yang dibutuhkan oleh seorang QA Lead, evaluasi QA menggunakan KPI, pemahaman mengenai functional dan non functional testing, penggunaan software testing tools, serta pemahaman mengenai tujuan dari pengembangan uji kasus dan verifikasi pada saat pengujian software.",https://mydigilearn.id/courses/540/quality-assurance-platform-and-tools
608,Corporate University Development Fundamental for BPOM,"<p style=""text-align: justify"">Kebutuhan akan adanya Corporate University ini semakin dirasakan mendesak karena adanya tantangan perubahan model bisnis dan juga perubahan generasi yang berkorelasi pada perubahan tipikal pembelajaran.<br><br>
Dalam perkembangannya Telkom CorpU telah dijadikan sebagai benchmark organisasi pelatihan yang tepercaya untuk meningkatkan performansi bisnis di kalangan lembaga pemerintah maupun lembaga swasta. Pada E-Learning kali ini akan dipaparkan mengenai beberapa materi fundamental terkait dengan pembuatan Corporate University.
",https://mydigilearn.id/courses/608/corporate-university-development-fundamental-for-bpom
579,Whistleblowing System (WBS) di Lingkungan Telkom Group,"Telkom menerapkan prinsip Good Corporate Governance (GCG) sebagai landasan operasional dan berkomitmen untuk mengelola perusahaan secara bersih, transparan, dan professional. Salah satu cara untuk mewujudkan komitmen tersebut adalah dengan berperan aktif menyampaikan informasi terjadinya pelanggaran. <br><br>Sistem Penanganan Pengaduan atau Whistleblowing System adalah pengungkapan tindakan pelanggaran atau perbuatan yang melawan hukum, tidak etis/tidak bermoral atau perbuatan lain yang dapat merugikan organisasi atau pemangku kepentingan yang dilakukan oleh karyawan atau pimpinan organisasi kepada pimpinan organisasi atau lembaga lain yang dapat mengambil tindakan atas pelanggaran tersebut.<br><br>Dalam E-Learning ini, akan di bahas mengenai Whistleblowing System di lingkungan Telkom Group.",https://mydigilearn.id/courses/579/whistleblowing-system-wbs-di-lingkungan-telkom-group
2,Pre Test Leadership in Territory STO #Batch 7,Leadership in Territory STO #Batch 7,https://mydigilearn.id/courses/2/Pre-Test-Leadership-in-Territory-STO-Batch-7
603,Developing Corporate University Fundamental,"<p style=""text-align: justify"">Kebutuhan akan adanya Corporate University ini semakin dirasakan mendesak karena adanya tantangan perubahan model bisnis dan juga perubahan generasi yang berkorelasi pada perubahan tipikal pembelajaran.<br><br>
Dalam perkembangannya Telkom CorpU telah dijadikan sebagai benchmark organisasi pelatihan yang tepercaya untuk meningkatkan performansi bisnis di kalangan lembaga pemerintah maupun lembaga swasta. Pada E-Learning kali ini akan dipaparkan mengenai beberapa materi fundamental terkait dengan pembuatan Corporate University.
",https://mydigilearn.id/courses/603/developing-corporate-university-fundamental
512,UX Fundamental,"<p class=""ql-align-justify"">Tujuan dari course UX fundamental ini adalah untuk memberikan pengetahuan mengenai fundamental UX yang meliputi aspek prinsip utama desain UX, pengertian UI, UX dan CX, kenapa perlu UX dan manfaatnya, proses mendesain berbasis UX, lingkup pengetahuan UX dan beberapa panduan desain UX. Dengan memahami dasar pengetahuan fundamental UX ini, maka anda akan mendapatkan pemahaman mengenai apa yang perlu dilakukan ketika ingin mengembangkan sebuah produk sehingga bisa menghasilkan desain terbaik.",https://mydigilearn.id/courses/512/ux-fundamental
499,Competency Dissemination for Digital Leadership Competency Band Position 1,"<p style="" text-align: justify"">Rekaman Webinar Competency Dissemination Level 5 (Mastery) untuk Band Posisi 1. Anda akan menyaksikan pemaparan detail setiap kompetensi oleh Senior General Manager (SGM) Assessment Center Indonesia, Justi Ariesthiawati. Setelah menyaksikan, mohon memberikan umpan balik kepada tim Assessment Center Indonesia melalui form yang tersedia, Selamat menyaksikan!",https://mydigilearn.id/courses/499/competency-dissemination-for-digital-leadership-band-position-1
501,Pre-Assessment AM DES Competencies - Batch 1,"<p style="" text-align: justify"">Course terdiri dari video singkat dan pre-assessment.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!",https://mydigilearn.id/courses/501/pre-assessment-am-des-competencies-batch-1
502,Pre-Assessment AM DES Competencies - Batch 2,"<p style="" text-align: justify"">Course terdiri dari video singkat dan pre-assessment.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!",https://mydigilearn.id/courses/502/pre-assessment-am-des-competencies-batch-2
503,Pre-Assessment AM DES Competencies - Batch 3,"<p style="" text-align: justify"">Course terdiri dari video singkat dan pre-assessment.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!",https://mydigilearn.id/courses/503/pre-assessment-am-des-competencies-batch-3
919,SNI ISO 37001:2016 Sistem Manajemen Anti Penyuapan (SMAP),"<span style=""color: rgb(0, 0, 0)"">Program E learning SNI ISO 37001:2016 SMAP bertujuan untuk meningkatkan awareness dan mewujudkan komitmen terhadap Sistem Manajemen Anti Penyuapan sehingga tercipta Good Corporate Governance, dimana pada tahun 2020 Telkom telah memperoleh sertifikasi untuk penerapan SMAP. Pada course ini, akan dipelajari mengenai introduction dari SMAP serta klausul-klausul yang ada dalam ISO 37001:2016.<span style=""color: rgb(0, 0, 0)"">Pada course ini, akan dipelajari mengenai introduction dari SMAP serta klausul-klausul yang ada dalam ISO 37001:2016.",https://mydigilearn.id/courses/919/sni-iso-370012016-sistem-manajemen-anti-penyuapan-smap
515,Pre - Test Wawasan Kebangsaan,,https://mydigilearn.id/courses/515/pre-test-wawasan-kebangsaan
574,Whistleblowing System (WBS) di Lingkungan Telkom Group,"Telkom menerapkan prinsip Good Corporate Governance (GCG) sebagai landasan operasional dan berkomitmen untuk mengelola perusahaan secara bersih, transparan, dan professional. Salah satu cara untuk mewujudkan komitmen tersebut adalah dengan berperan aktif menyampaikan informasi terjadinya pelanggaran. <br><br>Sistem Penanganan Pengaduan atau Whistleblowing System adalah pengungkapan tindakan pelanggaran atau perbuatan yang melawan hukum, tidak etis/tidak bermoral atau perbuatan lain yang dapat merugikan organisasi atau pemangku kepentingan yang dilakukan oleh karyawan atau pimpinan organisasi kepada pimpinan organisasi atau lembaga lain yang dapat mengambil tindakan atas pelanggaran tersebut.<br><br>Dalam E-Learning ini, akan di bahas mengenai Whistleblowing System di lingkungan Telkom Group.",https://mydigilearn.id/courses/574/whistleblowing-system-wbs-di-lingkungan-telkom-group
508,Pengenalan Internet Exchange,"<p class=""ql-align-justify"">Course Pengenalan Internet Exchange ini dirancang untuk memberikan pengetahuan dasar terkait Internet Exchange mulai dari definisi, konfigurasi teknologi, implementasi serta manfaat terhadap bisnis. Selain itu juga disampaikan case study tentang opportunity Telkom sebagai komersial Internet Exchange Point",https://mydigilearn.id/courses/508/pengenalan-internet-exchange
999,Augmented Reality (AR) For Advertising,"<span>Materi pembelajaran diperuntukkan bagi peserta yang ingin memiliki dasar yang kuat terkait AR baik itu dari segi bisnis advertising maupun teknisnya dan juga ingin mampu mengimplementasikan AR untuk kebutuhan bisnis. Pada course ini, peserta akan mempelajari dan mengetahui apa itu AR, perbedaan AR dengan VR, dan pemanfaatan AR untuk bisnis. Peserta juga diharapkan mampu membuat AR sederhana dengan Vuforia dan Unity. Dan pada akhirnya peserta diharapkan mampu mengimplementasikan AR dalam menunjang performansi bisnis.<br>",https://mydigilearn.id/courses/999/augmented-reality-ar-for-advertising
494,E-Learning Pengenalan Gratifikasi,Pada course ini akan dipelajari mengenai pengenalan Gratifikasi beserta cara melaporkan Gratifikasi yang dianggap suap atau bertentangan dengan jabatan.,https://mydigilearn.id/courses/494/e-learning-pengenalan-gratifikasi
1004,Pengenalan Artificial Intelligence & Natural Language Processing,"<span>Course ini dapat menjadi sebuah awal dari pengetahuan dasar yang baik terkait AI dan NLP. Dimana akan membantu kamu memahami teknologi seperti chatbots, virtual assistants, dan analisis teks. Kamu akan belajar tentang algoritma-algoritma inti dalam NLP yang digunakan untuk memahami dan memproses bahasa manusia secara otomatis. Selain itu, course ini juga akan mengulas tren terbaru dalam AI dan NLP serta tantangan terkait dengan penggunaan teknologi AI dan NLP, sehingga kamu siap untuk mengaplikasikan pengetahuan ini untuk kepentingan Telkom Group dan Indonesia dalam memajukan transformasi digital, dan mengambil langkah-langkah strategis untuk memanfaatkan potensi besar AI dan NLP dalam kepentingan bangsa. Course ini adalah fondasi yang penting untuk siapa pun yang ingin menjadi bagian dari revolusi AI yang sedang berlangsung di dunia bisnis saat ini.",https://mydigilearn.id/courses/1004/pengenalan-artificial-intelligence-and-natural-language-processing
511,Pemahaman Corporate Strategic Scenario (CSS),.,https://mydigilearn.id/courses/511/pemahaman-corporate-strategic-scenario-css
1023,Public Switched Telephony Network (PSTN) For EBIS,"<span style=""color: rgb(0, 0, 0)"">Hi! Para Peserta Pelatihan Public Switched Telephony Network (PSTN) For EBIS. <span style=""color: rgb(0, 0, 0)"">Course ini terdiri dari materi terkait Product Public Switched Telephony Network (PSTN) For EBIS Pastikan menggunakan PC/Laptop agar dapat mengakses materi yang telah disediakan, ya!",https://mydigilearn.id/courses/1023/public-switched-telephony-network-pstn-for-ebis
1030,Eksekusi Efektif dan Antisipasi Risiko,"<span style=""color: rgb(0, 0, 0)"">Bagaimana cara melakukan eksekusi yang efektif dengan mempertimbangkan dan mengelola risiko dalam suatu rencana pengambilan keputusan",https://mydigilearn.id/courses/1030/eksekusi-efektif-dan-antisipasi-risiko
1044,Telin - NeuAPIX,"<span style=""color: rgb(31, 31, 31)"">Course ini akan mengajak rekan-rekan semua untuk mempelajari lebih dalam terkait dengan Telin - NeuAPIX",https://mydigilearn.id/courses/1044/telin-neuapix
920,Klausul ISO 37001:2016 Sistem Manajemen Anti Penyuapan (SMAP),"<span style=""color: rgb(0, 0, 0)"">Program E learning SNI ISO 37001:2016 SMAP bertujuan untuk meningkatkan awareness dan mewujudkan komitmen terhadap Sistem Manajemen Anti Penyuapan sehingga tercipta Good Corporate Governance, dimana pada tahun 2020 Telkom telah memperoleh sertifikasi untuk penerapan SMAP. Pada course ini, akan dipelajari mengenai klausul-klausul yang ada dalam ISO 37001:2016.<span style=""color: rgb(0, 0, 0)"">Pada course ini, akan dipelajari mengenai klausul-klausul yang ada dalam ISO 37001:2016.",https://mydigilearn.id/courses/920/klausul-iso-370012016-sistem-manajemen-anti-penyuapan-smap
827,Design Bootcamp for UX Designer,"<span style=""color: rgb(0, 0, 0)"">Design Bootcamp merupakan metoda dalam proses pembelajaran terkait design proses yang memadukan aktivitas self learning, classical dan mentoring untuk role UX Designer.",https://mydigilearn.id/courses/827/design-bootcamp-for-ux-designer
550,Understanding Leadership Competency Level 3 (BP III),"<br><p style="" text-align: justify"">
Hi..Telkomers, untuk mempersiapkan kompetensi Digital Leader di masa akan datang, maka kita perlu tahu apa saja sih kompetensi & key behavior yang dibutuhkan untuk future position.  Untuk itu ayo kita ikuti Mandatory e-Learning <b>Understanding Leadership Competency Level 3 (BP III) </b>
",https://mydigilearn.id/courses/550/understanding-leadership-competency-level-3-(bp-iii)
3,Digital Capability Readiness (DCR) 2019 - Behaviour and Mindset,"Digital Capability Readiness (DCR) Development & Test  adalah sebuah program untuk mengukur kesiapan karyawan Telkom Group dari sisi behaviour & mindset, dalam rangka menyiapkan Digital Ready Workforce untuk memenuhi kebutuhan perusahaan dalam industri digital.",https://mydigilearn.id/courses/3/digital-capability-readiness-dcr-2019-behaviour-and-mindset
549,Understanding Leadership Competency Level 2 (BP IV),"<br><p class=""ql-align-justify"">Hi..Telkomers, untuk mempersiapkan kompetensi Digital Leader di masa akan datang, maka kita perlu tahu apa saja sih kompetensi &amp; key behavior yang dibutuhkan untuk future position. Untuk itu ayo kita ikuti Mandatory <strong>e-Learning Understanding Leadership Competency Level 2 (BP IV)</strong>",https://mydigilearn.id/courses/549/understanding-leadership-competency-level-2-bp-iv
563,Blockchain Fundamental,Pelatihan ini memberikan pemahaman yang jelas dan menyeluruh tentang cara kerja blockchain. selain membahas istilah dan konsep teknologi dan arsitektur blockchain. ,https://mydigilearn.id/courses/563/blockchain-fundamental
510,Shared Service Operation Overview,"Pemahaman awal mengenai pentingnya penerapan SSO, konsep dasar dan implementasi Shared Service Operation Telkom Group.",https://mydigilearn.id/courses/510/shared-service-operation-overview
578,Understanding Leadership Competency Level 5 (BP I), Understanding Leadership Competency for Future Position (BP I),https://mydigilearn.id/courses/578/understanding-leadership-competency-level-5-(bp-i)
569,Basic Language Dart,"<br><p class=""ql-align-justify"">Dartlang atau Dart Language merupakan bahasa pemrograman general purpose yang dibuat oleh google. Bahasa pemrograman dart dapat digunakan secara bebas atau open source dibawah lisensi BSD. Bahasa Dart ini dapat digunakan untuk dijalankan di berbagai platform seperti mobile, server, dan IoT. Bahasa ini juga dapat digunakan untuk mengembangkan aplikasi android dan iOS menggunakan flutter.<p class=""ql-align-justify""><br><p class=""ql-align-justify""> Course ini mempelajari bagaimana menggunakan bahasa pemrograman Dart. Anda akan belajar konsep dasar bahasa pemrograman Dart mulai dari tipe data, control flow, loop control, function, serta dapat menjadi pondasi awal untuk melanjutkan belajar Flutter.",https://mydigilearn.id/courses/569/basic-language-dart
520,Standarisasi Chapter Data Science & AI	,"<br><p style="" text-align: justify"">
Pembelajaran ini bertujuan untuk membantu para talent Chapter Data Science & AI (DSC) memahami standarisasi yang telah ditetapkan oleh Chapter Management dalam rangka memberikan gambaran kepada mengenai peran dan tugas yang akan dijalankan di Chapter DSC.

Standarisasi Chapter Data Science & AI terdiri dari 4 bab berikut :
<ul>1. Product Life Cycle</ul>
<ul>2. Workflow Data Science</ul>
<ul>3. Onboarding</ul>
<ul>4. Business Process.</ul>",https://mydigilearn.id/courses/520/standarisasi-chapter-data-science-and-ai
528,Assessment AM DES - Track 6,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/528/assessment-am-des-track-6
529,Assessment AM DES - Track 7,"<br><p style="" text-align: justify"">
Course terdiri assessment digital competencies AM.  Pastikan melakukan seluruh aktivitas dalam range waktu yang sudah disediakan ya!
",https://mydigilearn.id/courses/529/assessment-am-des-track-7
576,Basic Language Flutter,"<p class=""ql-align-justify"">Flutter adalah sebuah framework open-source yang dikembangkan oleh Google untuk membangun antarmuka (user interface/UI) aplikasi Android dan iOS. Sejak dikenalkan oleh Google pada Mei 2017, Flutter langsung menarik perhatian. UI toolkit dari Google ini memungkinkan developer untuk mengembangkan aplikasi di berbagai platform mobile seperti Android dan iOS. Bahkan pada pengembangan terbarunya, Flutter tidak hanya digunakan pada platform mobile, namun sudah merambah ke sisi web dan desktop. Flutter sendiri telah digunakan oleh berbagai perusahaan besar seperti Google, Alibaba.com, dan Tencent.<p class=""ql-align-justify""><br><p class=""ql-align-justify"">Course ini mempelajari bagaimana menggunakan bahasa pemrograman Flutter. Anda akan belajar konsep dasar bahasa pemrograman Flutter mulai dari widget, stateless vs stateful, navigation route, layout, themes, typography, json, unit testing, hingga firebase firestore.",https://mydigilearn.id/courses/576/basic-language-flutter
355,E-Learning Penguatan Internalisasi Core Values AKHLAK,"<style type=""text/css"">
   .justify { text-align: justify;}
</style>
<p class=""justify"">Pelatihan Penguatan Internalisasi Core Values AKHLAK ini dirancang secara khusus untuk meningkatkan pemahaman mengenai pentingnya internalisasi Core Values AKHLAK serta pengukurannya guna perbaikan berkelanjutan. Selain itu, pada pelatihan ini peserta juga akan mempelajari tentang 6 area fokus perusahaan dalam menjalankan bisnisnya sebagai bagian dari internalisasi core values AKHLAK.
Tentunya, pelatihan ini menjadi penting agar peserta dapat turut serta mewujudkan keberlangsungan pencapaian perusahaan.
<ul>- Penguatan Internalisasi Core Values AKHLAK</ul>
<ul>- 6 Fokus Perusahaan Dalam Menjalankan Bisnis</ul>",https://mydigilearn.id/courses/355/e-learning-penguatan-internalisasi-core-values-akhlak
519,Telkom Modular Based Learning,Pemahaman konsep Modular Based Learning,https://mydigilearn.id/courses/519/telkom-modular-based-learning
31,Great People Managerial Program (GPMP) V,<strong>Welcome Onboard GPMP V</strong>GPMP (Great People Managerial Program) merupakan program leadership yang bertujuan untuk membekali talent agar mampu secara cepat dan efektif memerankan fungsi managerial dan disiplin eksekusi sesuai dengan peran yang dipangkunya,https://mydigilearn.id/courses/31/Great-People-Managerial-Program--V
339,Quiz 4 Impact & Influence BP4,"",https://mydigilearn.id/courses/339/quiz-4-impact-&-influence-bp4
931,Product Knowledge Digital Product B2B TReg,"<span style=""color: rgb(0, 0, 0)"">Selamat Datang pada Self Learning Product Knowledge Digital Product B2B TReg. Selamat Belajar!",https://mydigilearn.id/courses/931/product-knowledge-digital-product-b2b-treg
580,Panduan Pengelolaan Integrated Business Excellence System Telkom (I-Best),"Melalui course ini kita akan belajar mengenai Integrated Business Excellence System Telkom (I-BEST) termasuk prinsip umum, kerangka, implementasi dan pengorganisasian I-BEST.",https://mydigilearn.id/courses/580/panduan-pengelolaan-integrated-business-excellence-system-telkom-i-best
42,Business Continuity Management,Business Continuity Management Telkom CorpU,https://mydigilearn.id/courses/42/business-continuity-management
1013,Standardisasi Chapter Data Science & AI Q3 2023 - Data Engineer	,<span>Pembelajaran ini bertujuan membantu para talent Chapter Data Science &amp; AI (DSC) dengan role Data Engineer dalam memahami standarisasi yang telah ditetapkan oleh Chapter Management dalam rangka memberikan gambaran kepada mengenai peran dan tugas yang akan dijalankan di Chapter DSC.<br><br>Standarisasi untuk role Data Engineer mengenai Data Catalog with Datahub,https://mydigilearn.id/courses/1013/standardisasi-chapter-data-science-and-ai-q3-2023-data-engineer
1005,Pengenalan ChatGPT dan Prompt Engineering,"<span>Course ini merupakan langkah penting dalam memahami dan menguasai teknologi dalam dunia AI atau kecerdasan buatan. Dengan fokus pada pengenalan teknologi ChatGPT, kamu akan diajak untuk menjelajahi dunia chatbot dan aplikasi kecerdasan buatan saat ini. Kamu akan memahami prinsip dasar di balik ChatGPT, bagaimana model bahasa alami ini telah mengubah interaksi manusia dengan mesin, dan bagaimana mereka dapat mengintegrasikannya ke dalam produk dan layanan mereka. <br><br>Selain itu, course ini juga akan membahas teknik Prompt Engineering, yang merupakan kunci untuk mengoptimalkan kinerja ChatGPT dalam berbagai skenario bisnis. Kamu akan belajar bagaimana merancang prompt yang efektif untuk mendapatkan jawaban yang diinginkan dari ChatGPT, serta cara menghindari bias dan isu etika yang mungkin muncul dalam interaksi dengan AI pada platform ChatGPT.",https://mydigilearn.id/courses/1005/pengenalan-chatgpt-dan-prompt-engineering
1024,Indibiz Internet and Voice,"<span style=""color: rgb(0, 0, 0)"">Hi! Para Peserta Pelatihan Indibiz Internet and Voice, <br><br><span style=""color: rgb(0, 0, 0)"">Course ini terdiri dari materi terkait Product Indibiz Internet and Voice Pastikan menggunakan PC/Laptop agar dapat mengakses materi yang telah disediakan, ya!",https://mydigilearn.id/courses/1024/indibiz-internet-and-voice
1052,Introduction of The Company’s Stakeholder,"<span style=""color: rgb(17, 17, 17)"">Reputasi perusahaan yang baik dicapai melalui pencitraan perusahaan yang positif dengan melakukan komunikasi dan menjalin hubungan yang baik dengan seluruh <em><span style=""color: rgb(17, 17, 17)"">stakeholder</em><span style=""color: rgb(17, 17, 17)""> perusahaan.&nbsp; <em><span style=""color: rgb(17, 17, 17)"">Stakeholder</em><span style=""color: rgb(17, 17, 17)""> yang mempengaruhi kinerja bisnis perusahaan terdiri dari <em><span style=""color: rgb(17, 17, 17)"">Stakeholder Internal </em><span style=""color: rgb(17, 17, 17)"">dan <em><span style=""color: rgb(17, 17, 17)"">Stakeholder Eksternal </em><span style=""color: rgb(17, 17, 17)"">yang memiliki harapan dan kepentingan yang berbeda-beda satu dengan lainnya. Perusahaan harus dapat memenuhi harapan dan kepentingan&nbsp; <em><span style=""color: rgb(17, 17, 17)"">Stakeholder</em><span style=""color: rgb(17, 17, 17)""> secara proporsional sesuai dengan seberapa besar pengaruhnya terhadap kinerja dan kelangsungan bisnis perusahaan.",https://mydigilearn.id/courses/1052/introduction-of-the-companys-stakeholder
1058,neuCentrIX,"<span style=""color: rgb(0, 0, 0)"">Hi! Para Peserta Pelatihan neuCentrIX, Program ini terdiri dari materi terkait neuCentrIX Pastikan menggunakan PC/Laptop agar dapat mengakses materi yang telah disediakan, ya!",https://mydigilearn.id/courses/1058/neucentrix
1017,Implementasi Dokumen Digital dan Platform I2P MyDX,"<span>Dalam e-learning modular ini, peserta akan mempelajari kebijakan yang mengatur proses pembayaran memanfaatkan dokumen digital (PR 306.04/2022) dan implementasi platform pembayaran (MyDX).",https://mydigilearn.id/courses/1017/implementasi-dokumen-digital-dan-platform-i2p-mydx
604,Aktualisasi AKHLAK Dalam Hindu,"<br>Pimpinan dan karyawan Hindu Profesional di Telkom perlu memahami dan menyadari bahwa dalam mewujudkan core value akhlak perlu memiliki spirit. Terealisasikannya nilai-nilai spirit Hindu yang mendasari core value akhlak dalam diri para karyawan, dapat menjadi modal bagi perusahaan untuk mencapai kemajuan dan keunggulan kompetitif. Untuk itu, diperlukan pemahaman mengenai konsepsi mendasar tentang spirit yang dapat diimplementasikan dalam semua aktivitas sehari-hari. Dalam E-Learning ini akan dipelajari mengenai pendalaman terhadap Sraddha selaras dengan nilai-nilai Core Values AKHLAK.",https://mydigilearn.id/courses/604/aktualisasi-akhlak-dalam-hindu
555,E-Learning Spiritual Islam: Muslim Kaaffah,"<br><p style="" text-align: justify"">
Pimpinan dan karyawan Muslim Profesional di Telkom perlu memahami dan menyadari bahwa dalam mewujudkan core value akhlak, diperlukan spirit muslim yang kaffah. Untuk itu dibutuhkan konsepsi mendasar tentang spirit muslim kaffah yang dapat diimplementasikan dalam aktivitas sehari-hari.
Didalam E-Learning ini, akan dipelajari mengenai spirit muslim Kaffah, dengan harapan agar para karyawan memiliki karakter yang kuat dalam menjalankan tugas yang penuh tekanan dan ujian, dan akan menjadi modal bagi perusahaan untuk mencapai kemajuan dan keunggulan kompetitif.
",https://mydigilearn.id/courses/555/e-learning-spiritual-islam:-muslim-kaaffah
783,Game Artist Fundamental,"Game Artist Fundamental, merupakan serangkaian pembelajaran awal dalam menjadi Game Artist. Rangkaian Video Learning ini berisi tentang cara membuat dan mengembangkan unsur visual yang dibutuhkansebuah game ber-genre platformer. Melalui course ini, DigiFriend akan dapat mengerti langkah-langkah pembuatan aset game serta mampu membuat dan atau mereproduksi elemen visual game sederhana ber-genreplatformer",https://mydigilearn.id/courses/783/game-artist-fundamental
68,Intrapreneur Fundamental : GOLDEN CIRCLE Quiz,Intrapreneur Fundamental : Unlock your mindset as an Employee,https://mydigilearn.id/courses/68/intrapreneur-fundamental-:-golden-circle-quiz
479,Introduction to Software Testing,"Introduction to Software Testing adalah materi e-learning yang dapat membantu proses identifikasi keakuratan, kualitas produk dan layanan perangkat lunak yang diuji. Peserta akan mendapatkan gambaran mengenai proses validasi apakah produk memenuhi prasyarat tertentu, kebutuhan, dan keinginan klien, serta dapat mengeksekusi kerangka kerja atau aplikasi dengan tujuan akhir tertentu untuk menunjukkan bug, kesalahan, atau cacat.",https://mydigilearn.id/courses/479/introduction-to-software-testing
154,Teknologi Wifi,"<span style=""color: rgb(119, 119, 119);"">Course Teknologi WiFi ini dirancang agar peserta mampu memahami konsep dasar WiFi hingga mampu melakukan setting WiFi ONT﻿Peserta akan mempelajari:1. Konsep Frekuensi Radio2. Antena3. WiFi4. Site Survey5. Setting WiFi ONT",https://mydigilearn.id/courses/154/teknologi-wifi
491,Merger & Acquisition Fundamental,"Pada course ini, akan dipelajari mengenai dasar-dasar dari Merger &amp; Acquisition (M&amp;A), faktor-faktor kesuksesan, serta prosesnya.",https://mydigilearn.id/courses/491/merger-and-acquisition-fundamental
